order_id,product_id,region,quantity,order_date,status
ORD-104231,P006,North,4.0,2026-05-26,Completed
ORD-104232,P001,South,2.0,2026-01-11,pending
ORD-104233,P006,West,3.0,2026-06-12,cancelled
ORD-104234,P002,West,5.0,2026-03-14,cancelled
ORD-104235,P010,North,2.0,2026-02-23,pending
ORD-104236,P010,West,5.0,2026-06-23,COMPLETED
ORD-104237,P010,East,5.0,2026-01-20,cancelled
ORD-104238,P001,East,1.0,2026-05-31,COMPLETED
ORD-104239,P010,South,4.0,2026-06-29,cancelled
ORD-104240,P005,South,2.0,2026-02-25,pending
ORD-104241,P005,North,2.0,2026-04-08,pending
ORD-104242,P010,North,1.0,2026-06-30,COMPLETED
ORD-104243,P010,East,1.0,2026-03-15,completed
ORD-104244,P002,West,2.0,2026-02-16,Completed
ORD-104245,P004,East,3.0,2026-06-01,Completed
ORD-104246,P003,West,5.0,2026-03-29,cancelled
ORD-104247,P002,South,2.0,2026-05-12,Completed
ORD-104248,P008,West,5.0,2026-05-15,COMPLETED
ORD-104249,P002,North,1.0,2026-04-10,Completed
ORD-104250,P005,East,4.0,2026-05-28,pending
ORD-104251,P010,East,3.0,2026-05-18,pending
ORD-104252,P007,West,5.0,2026-06-25,cancelled
ORD-104253,P004,South,5.0,2026-06-23,cancelled
ORD-104254,P003,West,1.0,2026-02-21,pending
ORD-104255,P001,South,4.0,2026-05-27,cancelled
ORD-104256,P003,North,3.0,2026-01-02,COMPLETED
ORD-104257,P008,West,3.0,2026-06-25,cancelled
ORD-104258,P009,East,3.0,2026-04-13,cancelled
ORD-104259,P006,South,4.0,2026-01-26,COMPLETED
ORD-104260,P001,North,4.0,2026-01-02,COMPLETED
ORD-104261,P009,South,1.0,2026-04-17,COMPLETED
ORD-104262,P002,West,3.0,2026-04-17,completed
ORD-104263,P003,East,3.0,2026-02-14,completed
ORD-104264,P009,West,1.0,2026-05-31,Completed
ORD-104265,P004,West,4.0,2026-02-21,completed
ORD-104266,P009,East,1.0,2026-03-01,completed
ORD-104267,P008,South,1.0,2026-01-06,pending
ORD-104268,P005,South,5.0,2026-03-10,cancelled
ORD-104269,P001,North,3.0,2026-02-14,completed
ORD-104270,P009,South,5.0,2026-06-06,COMPLETED
ORD-104271,P002,East,1.0,2026-02-24,pending
ORD-104272,P007,North,4.0,2026-06-13,pending
ORD-104273,P008,West,3.0,2026-05-28,COMPLETED
ORD-104274,P003,East,3.0,2026-05-23,cancelled
ORD-104275,P010,North,1.0,2026-03-11,cancelled
ORD-104276,P004,West,4.0,2026-04-01,COMPLETED
ORD-104277,P009,East,2.0,2026-01-04,pending
ORD-104278,P005,North,5.0,2026-06-23,pending
ORD-104279,P001,West,,2026-02-05,pending
ORD-104280,P005,South,1.0,2026-03-11,Completed
ORD-104281,P002,South,3.0,2026-04-01,pending
ORD-104282,P001,South,2.0,2026-04-30,completed
ORD-104283,P004,West,4.0,2026-01-25,COMPLETED
ORD-104284,P009,West,3.0,2026-04-22,completed
ORD-104285,P005,West,5.0,2026-01-18,Completed
ORD-104286,P004,South,3.0,2026-01-01,pending
ORD-104287,P007,East,4.0,2026-06-28,Completed
ORD-104288,P004,South,4.0,2026-06-15,completed
ORD-104289,P006,West,3.0,2026-05-21,Completed
ORD-104290,P008,West,5.0,2026-04-18,Completed
ORD-104291,P002,South,4.0,2026-04-24,cancelled
ORD-104292,P003,South,1.0,2026-06-01,COMPLETED
ORD-104293,P002,North,5.0,2026-05-16,Completed
ORD-104294,P005,West,3.0,2026-02-07,pending
ORD-104295,P005,North,2.0,2026-04-17,Completed
ORD-104296,P003,South,4.0,2026-04-28,completed
ORD-104297,P008,North,2.0,2026-06-09,Completed
ORD-104298,P008,North,4.0,2026-06-23,COMPLETED
ORD-104299,P005,West,5.0,2026-05-19,COMPLETED
ORD-104300,P008,East,1.0,2026-04-25,cancelled
ORD-104301,P007,East,5.0,2026-05-08,pending
ORD-104302,P002,North,2.0,2026-05-20,cancelled
ORD-104303,P009,East,3.0,2026-01-17,cancelled
ORD-104304,P010,East,5.0,2026-01-15,cancelled
ORD-104305,P003,South,5.0,2026-04-14,pending
ORD-104306,P008,South,2.0,2026-04-16,completed
ORD-104307,P008,North,5.0,2026-04-13,cancelled
ORD-104308,P002,North,5.0,2026-02-16,completed
ORD-104309,P006,North,5.0,2026-01-23,pending
ORD-104310,P009,West,1.0,2026-06-14,pending
ORD-104311,P003,West,,2026-01-07,cancelled
ORD-104312,P007,North,1.0,2026-06-02,cancelled
ORD-104313,P010,South,2.0,2026-02-03,pending
ORD-104314,P009,West,2.0,2026-02-06,Completed
ORD-104315,P005,West,5.0,2026-06-30,cancelled
ORD-104316,P001,East,4.0,2026-03-04,COMPLETED
ORD-104317,P008,West,2.0,2026-05-11,Completed
ORD-104318,P006,West,,2026-04-01,cancelled
ORD-104319,P008,North,2.0,2026-03-02,completed
ORD-104320,P006,East,3.0,2026-03-26,cancelled
ORD-104321,P001,South,5.0,2026-04-02,cancelled
ORD-104322,P010,South,3.0,2026-06-04,COMPLETED
ORD-104323,P001,East,5.0,2026-03-21,Completed
ORD-104324,P002,East,4.0,2026-01-20,completed
ORD-104325,P002,South,3.0,2026-02-09,completed
ORD-104326,P004,West,4.0,2026-04-13,pending
ORD-104327,P010,North,4.0,2026-01-20,cancelled
ORD-104328,P010,North,2.0,2026-04-25,Completed
ORD-104329,P005,East,5.0,2026-06-10,COMPLETED
ORD-104330,P005,West,3.0,2026-04-16,completed
ORD-104331,P004,West,1.0,2026-04-19,completed
ORD-104332,P007,South,4.0,2026-02-25,Completed
ORD-104333,P008,South,3.0,2026-05-10,pending
ORD-104334,P008,West,2.0,2026-04-04,pending
ORD-104335,P003,West,5.0,2026-06-19,cancelled
ORD-104336,P009,North,1.0,2026-02-23,COMPLETED
ORD-104337,P009,East,2.0,2026-04-05,Completed
ORD-104338,P003,North,3.0,2026-03-18,completed
ORD-104339,P009,East,5.0,2026-03-30,cancelled
ORD-104340,P007,West,3.0,2026-01-07,COMPLETED
ORD-104341,P007,East,1.0,2026-05-01,COMPLETED
ORD-104342,P010,East,4.0,2026-04-02,COMPLETED
ORD-104343,P010,West,1.0,2026-01-30,COMPLETED
ORD-104344,P001,South,1.0,2026-02-11,cancelled
ORD-104345,P010,North,3.0,2026-05-22,completed
ORD-104346,P004,East,4.0,2026-03-18,completed
ORD-104347,P010,South,4.0,2026-03-07,COMPLETED
ORD-104348,P001,South,3.0,2026-02-02,Completed
ORD-104349,P004,South,3.0,2026-01-08,completed
ORD-104350,P010,West,2.0,2026-06-15,completed
ORD-104351,P009,West,4.0,2026-02-18,completed
ORD-104352,P010,West,1.0,2026-04-07,completed
ORD-104353,P003,West,3.0,2026-03-22,Completed
ORD-104354,P001,South,2.0,2026-02-04,COMPLETED
ORD-104355,P010,North,2.0,2026-05-31,cancelled
ORD-104356,P007,South,4.0,2026-05-22,COMPLETED
ORD-104357,P010,North,4.0,2026-01-05,pending
ORD-104358,P002,South,3.0,2026-03-25,cancelled
ORD-104359,P002,East,,2026-03-12,Completed
ORD-104360,P004,East,3.0,2026-03-04,cancelled
ORD-104361,P006,East,4.0,2026-04-22,completed
ORD-104362,P002,West,2.0,2026-05-21,cancelled
ORD-104363,P004,East,4.0,2026-01-18,pending
ORD-104364,P006,South,4.0,2026-04-02,cancelled
ORD-104365,P007,North,1.0,2026-03-09,completed
ORD-104366,P004,East,,2026-05-21,Completed
ORD-104367,P006,North,2.0,2026-03-29,COMPLETED
ORD-104368,P005,East,4.0,2026-06-24,cancelled
ORD-104369,P003,South,3.0,2026-02-16,cancelled
ORD-104370,P004,North,3.0,2026-03-01,COMPLETED
ORD-104371,P007,North,4.0,2026-06-28,COMPLETED
ORD-104372,P010,South,1.0,2026-02-20,COMPLETED
ORD-104373,P010,West,3.0,2026-04-28,Completed
ORD-104374,P002,North,5.0,2026-02-04,COMPLETED
ORD-104375,P005,West,4.0,2026-03-04,cancelled
ORD-104376,P002,South,5.0,2026-05-12,COMPLETED
ORD-104377,P009,North,5.0,2026-01-14,cancelled
ORD-104378,P004,East,1.0,2026-01-22,COMPLETED
ORD-104379,P002,East,4.0,2026-01-17,pending
ORD-104380,P007,North,1.0,2026-02-13,cancelled
ORD-104381,P009,West,5.0,2026-01-20,cancelled
ORD-104382,P009,West,3.0,2026-03-23,cancelled
ORD-104383,P001,North,4.0,2026-04-15,pending
ORD-104384,P004,North,3.0,2026-03-04,Completed
ORD-104385,P004,West,2.0,2026-01-04,Completed
ORD-104386,P001,West,3.0,2026-02-17,completed
ORD-104387,P006,South,1.0,2026-02-05,completed
ORD-104388,P005,North,4.0,2026-02-09,completed
ORD-104389,P002,North,5.0,2026-03-22,pending
ORD-104390,P003,North,4.0,2026-01-05,cancelled
ORD-104391,P004,South,2.0,2026-02-22,COMPLETED
ORD-104392,P001,East,5.0,2026-01-09,Completed
ORD-104393,P003,South,4.0,2026-06-20,Completed
ORD-104394,P001,North,1.0,2026-01-25,Completed
ORD-104395,P005,East,5.0,2026-05-17,completed
ORD-104396,P004,South,5.0,2026-02-28,cancelled
ORD-104397,P002,South,5.0,2026-02-24,COMPLETED
ORD-104398,P006,East,2.0,2026-04-16,COMPLETED
ORD-104399,P003,West,3.0,2026-05-09,pending
ORD-104400,P008,North,5.0,2026-04-20,pending
ORD-104401,P007,South,1.0,2026-04-20,pending
ORD-104402,P006,West,4.0,2026-03-05,Completed
ORD-104403,P005,East,4.0,2026-06-19,Completed
ORD-104404,P006,North,2.0,2026-04-14,cancelled
ORD-104405,P007,East,1.0,2026-04-05,COMPLETED
ORD-104406,P008,South,2.0,2026-04-10,pending
ORD-104407,P001,West,1.0,2026-06-08,COMPLETED
ORD-104408,P008,South,5.0,2026-04-05,COMPLETED
ORD-104409,P003,West,3.0,2026-03-15,cancelled
ORD-104410,P007,South,5.0,2026-03-23,pending
ORD-104411,P007,East,2.0,2026-02-02,COMPLETED
ORD-104412,P004,West,2.0,2026-04-10,COMPLETED
ORD-104413,P002,West,4.0,2026-03-28,cancelled
ORD-104414,P004,South,2.0,2026-06-10,COMPLETED
ORD-104415,P007,East,4.0,2026-05-21,Completed
ORD-104416,P010,West,4.0,2026-01-07,pending
ORD-104417,P003,West,2.0,2026-03-17,pending
ORD-104418,P010,North,3.0,2026-05-20,Completed
ORD-104419,P009,North,5.0,2026-01-22,Completed
ORD-104420,P008,North,4.0,2026-01-23,Completed
ORD-104421,P008,West,2.0,2026-02-03,completed
ORD-104422,P002,West,5.0,2026-03-12,completed
ORD-104423,P009,West,5.0,2026-02-05,Completed
ORD-104424,P002,North,4.0,2026-02-03,Completed
ORD-104425,P010,West,3.0,2026-03-18,COMPLETED
ORD-104426,P003,South,3.0,2026-05-29,COMPLETED
ORD-104427,P007,South,4.0,2026-02-22,Completed
ORD-104428,P010,East,,2026-05-31,cancelled
ORD-104429,P010,North,1.0,2026-03-09,Completed
ORD-104430,P007,West,5.0,2026-06-29,cancelled
ORD-104431,P002,West,1.0,2026-06-08,cancelled
ORD-104432,P009,South,5.0,2026-02-27,completed
ORD-104433,P001,West,3.0,2026-01-27,pending
ORD-104434,P001,West,2.0,2026-01-30,pending
ORD-104435,P010,North,1.0,2026-03-11,Completed
ORD-104436,P004,East,2.0,2026-03-01,cancelled
ORD-104437,P007,South,3.0,2026-05-04,pending
ORD-104438,P002,North,5.0,2026-03-14,COMPLETED
ORD-104439,P002,North,4.0,2026-01-16,pending
ORD-104440,P004,North,5.0,2026-01-10,completed
ORD-104441,P002,North,5.0,2026-04-13,pending
ORD-104442,P002,North,2.0,2026-01-07,completed
ORD-104443,P003,West,1.0,2026-05-16,cancelled
ORD-104444,P009,North,5.0,2026-01-09,completed
ORD-104445,P004,South,2.0,2026-03-16,COMPLETED
ORD-104446,P009,East,2.0,2026-03-26,completed
ORD-104447,P004,South,1.0,2026-03-23,cancelled
ORD-104448,P010,North,5.0,2026-06-21,completed
ORD-104449,P004,West,3.0,2026-05-20,cancelled
ORD-104450,P002,North,1.0,2026-06-29,Completed
ORD-104451,P003,North,3.0,2026-06-30,completed
ORD-104452,P003,West,1.0,2026-03-19,Completed
ORD-104453,P009,North,1.0,2026-05-23,Completed
ORD-104454,P009,East,4.0,2026-04-28,completed
ORD-104455,P010,West,5.0,2026-02-24,COMPLETED
ORD-104456,P008,East,2.0,2026-04-08,pending
ORD-104457,P002,North,4.0,2026-03-03,COMPLETED
ORD-104458,P010,West,5.0,2026-01-29,COMPLETED
ORD-104459,P003,South,3.0,2026-03-05,completed
ORD-104460,P002,North,2.0,2026-03-02,COMPLETED
ORD-104461,P001,West,2.0,2026-04-16,cancelled
ORD-104462,P002,East,3.0,2026-04-15,Completed
ORD-104463,P006,West,1.0,2026-02-14,completed
ORD-104464,P003,East,1.0,2026-06-12,cancelled
ORD-104465,P010,East,3.0,2026-05-19,cancelled
ORD-104466,P007,East,5.0,2026-06-04,Completed
ORD-104467,P001,East,3.0,2026-01-08,cancelled
ORD-104468,P008,West,3.0,2026-03-31,pending
ORD-104469,P005,South,1.0,2026-02-07,cancelled
ORD-104470,P003,West,3.0,2026-04-10,cancelled
ORD-104471,P006,East,1.0,2026-01-07,cancelled
ORD-104472,P001,North,3.0,2026-06-19,completed
ORD-104473,P004,West,4.0,2026-01-02,Completed
ORD-104474,P005,West,1.0,2026-01-11,completed
ORD-104475,P001,West,5.0,2026-06-13,completed
ORD-104476,P005,West,2.0,2026-01-26,completed
ORD-104477,P008,South,1.0,2026-04-15,completed
ORD-104478,P006,South,2.0,2026-06-18,pending
ORD-104479,P003,South,3.0,2026-02-16,completed
ORD-104480,P009,West,2.0,2026-03-13,pending
ORD-104481,P004,East,3.0,2026-04-02,completed
ORD-104482,P001,East,1.0,2026-05-22,Completed
ORD-104483,P006,North,3.0,2026-01-27,completed
ORD-104484,P006,East,4.0,2026-02-19,Completed
ORD-104485,P003,South,1.0,2026-06-14,cancelled
ORD-104486,P005,East,5.0,2026-01-31,completed
ORD-104487,P010,South,,2026-04-29,pending
ORD-104488,P001,North,1.0,2026-01-19,pending
ORD-104489,P005,South,5.0,2026-03-26,COMPLETED
ORD-104490,P003,North,3.0,2026-05-11,COMPLETED
ORD-104491,P008,West,3.0,2026-05-23,Completed
ORD-104492,P009,South,5.0,2026-01-10,pending
ORD-104493,P010,North,3.0,2026-02-27,cancelled
ORD-104494,P009,North,2.0,2026-06-14,cancelled
ORD-104495,P009,North,1.0,2026-05-30,Completed
ORD-104496,P010,East,2.0,2026-04-24,cancelled
ORD-104497,P010,North,3.0,2026-05-28,pending
ORD-104498,P006,West,5.0,2026-03-30,pending
ORD-104499,P005,North,3.0,2026-06-28,Completed
ORD-104500,P010,West,4.0,2026-01-01,pending
ORD-104501,P001,East,2.0,2026-06-26,pending
ORD-104502,P010,West,,2026-05-20,completed
ORD-104503,P001,East,2.0,2026-04-10,Completed
ORD-104504,P008,East,1.0,2026-03-11,completed
ORD-104505,P007,South,1.0,2026-03-23,Completed
ORD-104506,P007,North,5.0,2026-06-19,completed
ORD-104507,P003,South,5.0,2026-04-02,COMPLETED
ORD-104508,P004,West,2.0,2026-05-03,pending
ORD-104509,P007,East,4.0,2026-03-17,Completed
ORD-104510,P006,East,2.0,2026-01-03,Completed
ORD-104511,P005,South,1.0,2026-02-14,completed
ORD-104512,P005,West,3.0,2026-01-21,completed
ORD-104513,P006,South,4.0,2026-03-29,pending
ORD-104514,P002,East,3.0,2026-03-25,pending
ORD-104515,P001,South,5.0,2026-04-09,cancelled
ORD-104516,P001,East,4.0,2026-02-11,completed
ORD-104517,P004,South,5.0,2026-02-24,COMPLETED
ORD-104518,P010,East,2.0,2026-03-16,completed
ORD-104519,P006,South,2.0,2026-06-13,completed
ORD-104520,P005,South,4.0,2026-01-06,Completed
ORD-104521,P010,North,1.0,2026-06-03,cancelled
ORD-104522,P005,South,1.0,2026-02-10,COMPLETED
ORD-104523,P002,West,2.0,2026-04-15,completed
ORD-104524,P006,South,4.0,2026-06-25,cancelled
ORD-104525,P010,West,1.0,2026-02-23,cancelled
ORD-104526,P004,East,2.0,2026-02-02,completed
ORD-104527,P004,South,3.0,2026-05-31,pending
ORD-104528,P006,South,4.0,2026-01-02,completed
ORD-104529,P010,North,2.0,2026-01-13,Completed
ORD-104530,P006,South,4.0,2026-06-08,completed
ORD-104531,P010,North,1.0,2026-01-16,Completed
ORD-104532,P010,East,4.0,2026-06-15,Completed
ORD-104533,P003,West,3.0,2026-03-29,cancelled
ORD-104534,P002,East,5.0,2026-05-12,COMPLETED
ORD-104535,P001,South,3.0,2026-04-26,COMPLETED
ORD-104536,P004,South,4.0,2026-02-04,cancelled
ORD-104537,P008,North,4.0,2026-05-17,COMPLETED
ORD-104538,P008,South,1.0,2026-03-15,pending
ORD-104539,P005,South,1.0,2026-04-01,completed
ORD-104540,P008,West,4.0,2026-05-08,COMPLETED
ORD-104541,P001,South,4.0,2026-03-30,completed
ORD-104542,P003,South,3.0,2026-01-07,cancelled
ORD-104543,P009,West,5.0,2026-01-15,completed
ORD-104544,P003,South,1.0,2026-02-03,cancelled
ORD-104545,P008,West,,2026-06-10,cancelled
ORD-104546,P007,East,2.0,2026-02-22,Completed
ORD-104547,P008,East,1.0,2026-02-01,Completed
ORD-104548,P007,East,3.0,2026-06-12,cancelled
ORD-104549,P004,North,2.0,2026-05-08,pending
ORD-104550,P005,North,2.0,2026-02-19,cancelled
ORD-104551,P006,South,1.0,2026-03-04,Completed
ORD-104552,P003,West,5.0,2026-03-08,cancelled
ORD-104553,P007,South,4.0,2026-06-06,pending
ORD-104554,P005,West,2.0,2026-01-27,cancelled
ORD-104555,P007,North,3.0,2026-03-29,Completed
ORD-104556,P009,North,3.0,2026-02-05,completed
ORD-104557,P007,South,4.0,2026-04-01,COMPLETED
ORD-104558,P003,West,2.0,2026-04-21,COMPLETED
ORD-104559,P002,West,3.0,2026-02-06,COMPLETED
ORD-104560,P006,South,3.0,2026-02-26,cancelled
ORD-104561,P006,West,3.0,2026-04-09,pending
ORD-104562,P008,East,2.0,2026-05-11,Completed
ORD-104563,P005,East,1.0,2026-05-28,completed
ORD-104564,P005,South,4.0,2026-04-15,pending
ORD-104565,P003,West,5.0,2026-05-26,COMPLETED
ORD-104566,P002,North,2.0,2026-02-06,cancelled
ORD-104567,P007,South,2.0,2026-05-07,COMPLETED
ORD-104568,P001,West,2.0,2026-06-07,COMPLETED
ORD-104569,P005,North,1.0,2026-02-05,COMPLETED
ORD-104570,P007,East,2.0,2026-06-18,Completed
ORD-104571,P004,West,1.0,2026-03-16,COMPLETED
ORD-104572,P006,West,2.0,2026-05-07,COMPLETED
ORD-104573,P002,East,1.0,2026-05-14,cancelled
ORD-104574,P001,South,5.0,2026-02-22,Completed
ORD-104575,P002,West,2.0,2026-03-16,Completed
ORD-104576,P004,South,5.0,2026-04-24,COMPLETED
ORD-104577,P006,West,4.0,2026-01-17,completed
ORD-104578,P007,West,2.0,2026-02-20,pending
ORD-104579,P007,North,2.0,2026-02-21,Completed
ORD-104580,P001,East,3.0,2026-01-13,Completed
ORD-104581,P007,South,2.0,2026-03-06,cancelled
ORD-104582,P008,West,,2026-06-22,pending
ORD-104583,P003,West,1.0,2026-06-26,Completed
ORD-104584,P007,East,3.0,2026-01-03,pending
ORD-104585,P005,South,,2026-04-22,COMPLETED
ORD-104586,P007,North,2.0,2026-03-13,Completed
ORD-104587,P005,East,1.0,2026-06-09,pending
ORD-104588,P004,North,1.0,2026-04-06,completed
ORD-104589,P002,East,4.0,2026-03-26,COMPLETED
ORD-104590,P009,North,1.0,2026-06-26,Completed
ORD-104591,P009,North,1.0,2026-05-11,completed
ORD-104592,P005,East,3.0,2026-01-16,cancelled
ORD-104593,P007,East,2.0,2026-05-11,COMPLETED
ORD-104594,P004,North,2.0,2026-05-14,cancelled
ORD-104595,P005,East,1.0,2026-04-28,Completed
ORD-104596,P001,North,4.0,2026-06-09,pending
ORD-104597,P006,East,4.0,2026-04-08,cancelled
ORD-104598,P009,North,5.0,2026-03-09,completed
ORD-104599,P003,North,5.0,2026-04-29,pending
ORD-104600,P009,South,1.0,2026-06-15,cancelled
ORD-104601,P002,East,4.0,2026-01-28,cancelled
ORD-104602,P009,North,5.0,2026-04-19,cancelled
ORD-104603,P007,East,5.0,2026-04-23,Completed
ORD-104604,P004,West,1.0,2026-02-10,COMPLETED
ORD-104605,P001,South,3.0,2026-03-27,COMPLETED
ORD-104606,P009,East,4.0,2026-01-18,Completed
ORD-104607,P009,South,2.0,2026-04-05,Completed
ORD-104608,P010,South,4.0,2026-06-17,cancelled
ORD-104609,P003,West,4.0,2026-01-25,COMPLETED
ORD-104610,P009,North,5.0,2026-01-12,COMPLETED
ORD-104611,P007,West,2.0,2026-04-20,completed
ORD-104612,P004,South,3.0,2026-01-02,Completed
ORD-104613,P003,South,4.0,2026-04-29,cancelled
ORD-104614,P010,South,1.0,2026-05-24,COMPLETED
ORD-104615,P001,East,5.0,2026-02-12,COMPLETED
ORD-104616,P005,North,1.0,2026-04-20,pending
ORD-104617,P008,North,5.0,2026-02-18,cancelled
ORD-104618,P003,West,2.0,2026-01-03,pending
ORD-104619,P003,West,1.0,2026-05-04,completed
ORD-104620,P009,South,4.0,2026-03-16,pending
ORD-104621,P007,North,1.0,2026-02-20,completed
ORD-104622,P008,South,2.0,2026-01-22,COMPLETED
ORD-104623,P003,East,4.0,2026-02-19,Completed
ORD-104624,P001,West,4.0,2026-03-31,cancelled
ORD-104625,P002,West,5.0,2026-06-08,pending
ORD-104626,P008,West,5.0,2026-01-28,cancelled
ORD-104627,P006,West,4.0,2026-04-13,COMPLETED
ORD-104628,P001,West,2.0,2026-06-05,Completed
ORD-104629,P005,North,,2026-03-10,COMPLETED
ORD-104630,P003,East,4.0,2026-02-11,COMPLETED
ORD-104631,P004,South,2.0,2026-04-28,Completed
ORD-104632,P002,North,2.0,2026-05-29,pending
ORD-104633,P001,North,3.0,2026-04-28,cancelled
ORD-104634,P004,North,3.0,2026-04-18,cancelled
ORD-104635,P010,North,3.0,2026-01-30,completed
ORD-104636,P002,North,2.0,2026-01-12,cancelled
ORD-104637,P001,North,3.0,2026-01-08,pending
ORD-104638,P010,East,3.0,2026-02-23,pending
ORD-104639,P008,South,3.0,2026-05-23,pending
ORD-104640,P009,East,1.0,2026-02-22,pending
ORD-104641,P003,East,4.0,2026-01-28,pending
ORD-104642,P002,West,5.0,2026-03-06,cancelled
ORD-104643,P007,South,1.0,2026-03-14,Completed
ORD-104644,P002,South,4.0,2026-05-07,cancelled
ORD-104645,P006,South,5.0,2026-02-07,COMPLETED
ORD-104646,P005,South,4.0,2026-06-01,Completed
ORD-104647,P005,North,2.0,2026-01-01,completed
ORD-104648,P009,North,4.0,2026-04-11,completed
ORD-104649,P006,North,3.0,2026-01-23,COMPLETED
ORD-104650,P004,West,4.0,2026-02-06,Completed
ORD-104651,P001,South,3.0,2026-06-15,cancelled
ORD-104652,P004,South,1.0,2026-04-08,completed
ORD-104653,P001,North,5.0,2026-01-10,pending
ORD-104654,P004,West,1.0,2026-01-17,COMPLETED
ORD-104655,P009,South,2.0,2026-01-12,COMPLETED
ORD-104656,P005,East,5.0,2026-01-17,Completed
ORD-104657,P010,North,2.0,2026-06-24,completed
ORD-104658,P005,South,4.0,2026-06-30,cancelled
ORD-104659,P002,West,5.0,2026-03-04,completed
ORD-104660,P009,South,4.0,2026-01-22,pending
ORD-104661,P002,East,3.0,2026-03-31,cancelled
ORD-104662,P001,South,1.0,2026-03-30,completed
ORD-104663,P006,South,2.0,2026-06-24,completed
ORD-104664,P010,West,5.0,2026-04-21,cancelled
ORD-104665,P010,East,1.0,2026-05-09,pending
ORD-104666,P010,East,4.0,2026-02-01,pending
ORD-104667,P004,West,3.0,2026-05-02,completed
ORD-104668,P002,West,1.0,2026-04-14,pending
ORD-104669,P008,West,2.0,2026-05-03,pending
ORD-104670,P009,West,4.0,2026-02-25,pending
ORD-104671,P009,East,,2026-06-20,cancelled
ORD-104672,P003,West,2.0,2026-04-28,Completed
ORD-104673,P007,West,5.0,2026-04-21,completed
ORD-104674,P010,South,4.0,2026-06-29,completed
ORD-104675,P007,South,5.0,2026-03-25,pending
ORD-104676,P010,West,5.0,2026-01-01,Completed
ORD-104677,P006,North,3.0,2026-05-25,pending
ORD-104678,P008,West,3.0,2026-05-03,pending
ORD-104679,P008,East,,2026-04-08,Completed
ORD-104680,P009,North,1.0,2026-04-05,COMPLETED
ORD-104681,P002,North,4.0,2026-04-23,COMPLETED
ORD-104682,P008,South,2.0,2026-05-22,pending
ORD-104683,P006,East,5.0,2026-04-12,pending
ORD-104684,P008,North,3.0,2026-01-21,pending
ORD-104685,P007,North,3.0,2026-01-11,completed
ORD-104686,P001,South,5.0,2026-06-04,Completed
ORD-104687,P009,West,4.0,2026-04-25,completed
ORD-104688,P004,North,5.0,2026-06-14,Completed
ORD-104689,P001,North,2.0,2026-02-01,COMPLETED
ORD-104690,P001,West,1.0,2026-01-17,cancelled
ORD-104691,P005,North,5.0,2026-02-13,COMPLETED
ORD-104692,P003,South,2.0,2026-02-16,cancelled
ORD-104693,P010,North,1.0,2026-02-23,cancelled
ORD-104694,P003,North,4.0,2026-01-11,Completed
ORD-104695,P001,East,4.0,2026-02-04,cancelled
ORD-104696,P003,West,4.0,2026-03-08,COMPLETED
ORD-104697,P001,East,1.0,2026-06-28,COMPLETED
ORD-104698,P005,East,4.0,2026-04-11,COMPLETED
ORD-104699,P001,West,3.0,2026-04-08,COMPLETED
ORD-104700,P005,South,1.0,2026-04-06,COMPLETED
ORD-104701,P007,West,5.0,2026-06-17,cancelled
ORD-104702,P006,South,3.0,2026-05-12,pending
ORD-104703,P004,South,3.0,2026-03-17,pending
ORD-104704,P007,South,4.0,2026-06-11,Completed
ORD-104705,P007,East,2.0,2026-04-11,Completed
ORD-104706,P001,West,5.0,2026-06-19,cancelled
ORD-104707,P001,East,4.0,2026-05-11,pending
ORD-104708,P009,East,4.0,2026-02-25,pending
ORD-104709,P006,North,3.0,2026-05-18,COMPLETED
ORD-104710,P001,North,5.0,2026-04-03,COMPLETED
ORD-104711,P007,South,1.0,2026-04-29,completed
ORD-104712,P008,East,5.0,2026-02-20,Completed
ORD-104713,P010,West,4.0,2026-01-12,Completed
ORD-104714,P010,East,3.0,2026-03-22,completed
ORD-104715,P004,North,2.0,2026-05-24,COMPLETED
ORD-104716,P009,North,2.0,2026-03-31,completed
ORD-104717,P005,North,5.0,2026-03-29,completed
ORD-104718,P005,East,1.0,2026-02-23,Completed
ORD-104719,P008,East,2.0,2026-06-02,Completed
ORD-104720,P008,East,1.0,2026-06-08,completed
ORD-104721,P003,East,3.0,2026-03-03,Completed
ORD-104722,P007,South,3.0,2026-04-02,Completed
ORD-104723,P009,West,3.0,2026-04-22,completed
ORD-104724,P001,East,5.0,2026-05-15,Completed
ORD-104725,P009,East,3.0,2026-06-23,completed
ORD-104726,P005,West,5.0,2026-06-11,completed
ORD-104727,P010,East,4.0,2026-03-01,COMPLETED
ORD-104728,P006,East,2.0,2026-04-02,cancelled
ORD-104729,P001,South,5.0,2026-04-17,completed
ORD-104730,P007,South,3.0,2026-04-27,cancelled
ORD-104731,P002,North,4.0,2026-02-05,COMPLETED
ORD-104732,P007,West,1.0,2026-02-12,Completed
ORD-104733,P007,East,5.0,2026-01-08,cancelled
ORD-104734,P007,North,1.0,2026-02-10,cancelled
ORD-104735,P010,North,4.0,2026-03-01,Completed
ORD-104736,P001,East,4.0,2026-03-02,cancelled
ORD-104737,P001,East,3.0,2026-03-21,pending
ORD-104738,P010,South,2.0,2026-05-19,cancelled
ORD-104739,P008,North,2.0,2026-02-28,COMPLETED
ORD-104740,P004,North,3.0,2026-05-16,completed
ORD-104741,P005,South,3.0,2026-06-16,pending
